DrugBank ID,Doping,Similar Structure
DB07560,0,"DB07560, DB07569"
DB07561,0,"DB07561, DB07443, DB08172, DB08169"
DB07562,0,"DB07562, DB04518, DB02915, DB02091, DB04407, DB04101, DB02833"
DB07563,0,DB07563
DB07564,0,"DB07564, DB08512, DB07452, DB07012, DB08514, DB08511"
DB07565,0,"DB07565, DB14658, DB00446"
DB07567,0,"DB07567, DB13310, DB07933, DB08020"
DB07568,0,DB07568
DB07569,0,"DB07569, DB07560"
DB07570,0,"DB07570, DB08031, DB12225, DB11822"
DB07571,0,"DB07571, DB06886, DB01891, DB04653, DB08526, DB01871, DB08775, DB08732, DB04234"
DB07572,0,DB07572
DB07573,0,"DB07573, DB01214"
DB07574,0,"DB07574, DB01394, DB15534, DB13318, DB11872, DB11582"
DB07575,0,"DB07575, DB08428"
DB07577,0,"DB07577, DB00205, DB04655, DB07244"
DB07578,0,DB07578
DB07579,0,"DB07579, DB07580"
DB07580,0,"DB07580, DB07579"
DB07581,0,"DB07581, DB07542"
DB07582,0,"DB07582, DB08873"
DB07583,0,"DB07583, DB07947"
DB07584,0,DB07584
DB07585,0,DB07585
DB07586,0,DB07586
DB07587,0,"DB07587, DB07589"
DB07588,0,"DB07588, DB06955"
DB07589,0,"DB07589, DB07587"
DB07590,0,DB07590
DB07591,0,DB07591
DB07592,0,"DB07592, DB07593"
DB07593,0,"DB07593, DB07592"
DB07594,0,"DB07594, DB02840, DB08356"
DB07595,0,"DB07595, DB07210, DB08534, DB08535, DB04669, DB08531, DB06983, DB08539, DB07179, DB08538, DB07065"
DB07596,0,"DB07596, DB08416, DB06597, DB04574"
DB07597,0,"DB07597, DB08654"
DB07598,0,DB07598
DB07599,0,"DB07599, DB04035"
DB07601,0,DB07601
DB07602,0,"DB07602, DB08462, DB07662"
DB07603,0,"DB07603, DB07532, DB13087, DB04511, DB03927"
DB07604,0,DB07604
DB07605,0,DB07605
DB07606,0,DB07606
DB07607,0,"DB07607, DB08521"
DB07608,0,DB07608
DB07609,0,"DB07609, DB07617, DB07621"
DB07610,0,"DB07610, DB06915, DB07661"
DB07611,0,DB07611
DB07612,0,DB07612
DB07613,0,DB07613
DB07614,0,DB07614
DB07615,0,DB07615
DB07616,0,DB07616
DB07617,0,"DB07617, DB07609, DB07621"
DB07618,0,DB07618
DB07619,0,DB07619
DB07620,0,DB07620
DB07621,0,"DB07621, DB07617, DB07609"
DB07622,1,DB07622
DB07623,0,DB07623
DB07624,0,DB07624
DB07625,0,"DB07625, DB08072, DB07626"
DB07626,0,"DB07626, DB08697, DB07625"
DB07627,0,DB07627
DB07628,0,DB07628
DB07629,0,"DB07629, DB07630, DB09075"
DB07630,0,"DB07629, DB07630, DB09075"
DB07631,0,"DB07631, DB05398"
DB07632,0,DB07632
DB07633,0,"DB07633, DB02686, DB03279, DB11602, DB15146, DB15379, DB01687, DB01697, DB01909, DB02061, DB02065, DB02717, DB02743, DB03277, DB03281, DB03323, DB03995, DB04248, DB04465, DB04681, DB00581, DB04116, DB15617, DB03472, DB04664, DB02451, DB07923, DB07924, DB14746, DB03338"
DB07634,0,DB07634
DB07635,0,"DB07635, DB06902, DB06973"
DB07636,0,DB07636
DB07637,0,"DB07637, DB00135, DB03839"
DB07638,0,"DB07638, DB07036, DB07933, DB08020, DB08737"
DB07639,0,DB07639
DB07640,0,"DB07640, DB09081, DB08689, DB08690, DB09270, DB05063"
DB07641,0,DB07641
DB07642,0,"DB07642, DB16938, DB07643"
DB07643,0,"DB07643, DB16938, DB07642"
DB07644,0,DB07644
DB07645,0,"DB00548, DB02448, DB03017, DB03193, DB03500, DB03600, DB03704, DB03796, DB04519, DB07645, DB08231, DB16857, DB11290, DB14077, DB01856, DB02938, DB16084, DB01631, DB05343, DB11117, DB02405, DB08171, DB15678, DB02242, DB02260, DB04039, DB04560, DB02406, DB02767, DB07930"
DB07646,0,"DB02613, DB04147, DB07646"
DB07647,0,"DB07647, DB07648, DB07655"
DB07648,0,"DB07648, DB07647, DB07655"
DB07649,0,"DB07649, DB07463, DB08606"
DB07650,0,"DB07650, DB08684"
DB07651,0,"DB07651, DB03483, DB03557, DB03591"
DB07652,0,DB07652
DB07653,0,"DB07653, DB08393, DB07654, DB08392, DB07297, DB04727, DB07146"
DB07654,0,"DB07654, DB08393, DB07653, DB08392, DB07297, DB04727, DB07146"
DB07655,0,"DB07655, DB07647, DB07648"
DB07657,0,DB07657
DB07658,0,"DB07658, DB07659, DB07660, DB08420, DB05714, DB04520"
DB07659,0,"DB07659, DB07658, DB07660, DB08420, DB05714, DB04520"
DB07660,0,"DB07660, DB07658, DB07659, DB08420, DB05714, DB04520, DB02626"
DB07661,0,"DB07661, DB07610, DB06915"
DB07662,0,"DB07662, DB08564, DB08462, DB07602"
DB07663,0,"DB07663, DB06922, DB08731"
DB07664,0,DB07664
DB07665,0,"DB07665, DB07946"
DB07666,0,"DB07666, DB08164, DB08445"
DB07667,0,"DB07667, DB08181, DB08216, DB07880, DB08252, DB01250, DB08196"
DB07668,0,DB07668
DB07669,0,"DB07669, DB00170, DB17048, DB12148, DB13075, DB14936, DB15381"
DB07670,0,"DB07670, DB06729"
DB07671,0,DB07671
DB07672,1,DB07672
DB07673,0,"DB07673, DB02024, DB03400, DB03441, DB02953, DB07506, DB01662, DB03884, DB02494, DB03897, DB13455, DB03210, DB00120, DB02556"
DB07674,0,DB07674
DB07675,0,"DB06533, DB07675"
DB07676,0,DB07676
DB07677,0,DB07677
DB07678,0,"DB07678, DB04573, DB07702, DB00783, DB07706, DB12235, DB13386, DB00977, DB15690"
DB07679,0,"DB07679, DB08856, DB17300, DB11996, DB03949, DB08275, DB12668"
DB07680,0,DB07680
DB07681,0,"DB02776, DB06893, DB07681"
DB07683,0,DB07683
DB07684,0,"DB07684, DB08238, DB07376, DB07176"
DB07685,0,"DB07685, DB07688"
DB07686,0,"DB07686, DB07687, DB01888, DB07688"
DB07687,0,"DB07687, DB07686, DB01888"
DB07688,0,"DB07688, DB07685, DB07686"
DB07689,1,"DB07689, DB07765, DB08878, DB06178, DB00563, DB00158, DB16620, DB08406"
DB07691,0,"DB07691, DB07429"
DB07692,0,"DB07692, DB07697"
DB07693,0,"DB07693, DB08104, DB07695, DB07694, DB16273, DB14728"
DB07694,0,"DB07694, DB08104, DB07693, DB07695"
DB07695,0,"DB07695, DB08104, DB07693, DB07694"
DB07696,0,DB07696
DB07697,0,"DB07697, DB07692"
DB07698,0,DB07698
DB07700,0,DB07700
DB07701,1,"DB00843, DB07701"
DB07702,0,"DB04573, DB07702, DB00783, DB07706, DB12235, DB13386, DB00977, DB07707, DB15690, DB02342, DB01357, DB12487, DB13956, DB13952, DB00655, DB07891, DB13954, DB07678, DB03860, DB13418, DB04575, DB06597, DB00947"
DB07703,0,DB07703
DB07704,0,"DB07704, DB08267, DB08268"
DB07705,0,"DB01127, DB07705, DB01110, DB08943, DB11985, DB13434, DB01007, DB01153"
DB07706,0,"DB07706, DB00783, DB04573, DB07702, DB00977, DB02342, DB12235, DB13386, DB07707, DB15690, DB01357, DB12487, DB13956, DB00655, DB07891, DB13952, DB13954, DB03860, DB07678, DB13418, DB04575, DB06597, DB00947"
DB07707,0,"DB07707, DB00783, DB04573, DB07702, DB07706, DB12235, DB00977, DB13386, DB02342, DB15690, DB12487, DB01357, DB13956, DB07891, DB13952, DB13954, DB00655, DB13418, DB06597, DB04575"
DB07708,0,"DB07708, DB07712"
DB07710,0,"DB07710, DB02535"
DB07711,0,"DB07711, DB02765, DB03000, DB03769, DB03216, DB14126, DB12156"
DB07712,0,"DB07712, DB07708"
DB07713,0,"DB07713, DB07772"
DB07714,0,"DB07714, DB01022, DB06740, DB12148, DB13075, DB14936, DB15381"
DB07715,0,"DB07715, DB08660, DB04816, DB13175, DB13174, DB03037, DB11157, DB02019"
DB07716,0,DB07716
DB07717,0,DB07717
DB07718,0,"DB07718, DB03884, DB03897"
DB07719,0,"DB06887, DB07719, DB08549"
DB07720,0,DB07720
DB07721,0,DB07721
DB07722,0,DB07722
DB07723,0,"DB07723, DB02959, DB02758, DB14010, DB07060, DB01441, DB08839, DB00150, DB02988, DB03225, DB01065"
DB07724,0,DB07724
DB07726,0,"DB07726, DB04638, DB16404, DB02513, DB00818"
DB07728,0,"DB07728, DB08358"
DB07729,0,DB07729
DB07730,0,DB07730
DB07731,0,DB07731
DB07732,0,"DB07732, DB07748"
DB07733,0,DB07733
DB07734,0,"DB07734, DB07735"
DB07735,0,"DB07735, DB07734, DB07738"
DB07736,0,"DB07736, DB07737"
DB07737,0,"DB07737, DB07736"
DB07738,0,"DB07738, DB07735"
DB07739,0,"DB07739, DB07798"
DB07740,0,"DB07740, DB08175"
DB07741,0,"DB07741, DB07796"
DB07742,0,"DB07742, DB03039, DB04549, DB02610, DB02069, DB02861, DB03844, DB02221, DB04180, DB02429, DB01748"
DB07743,0,DB07743
DB07744,0,"DB07744, DB03536, DB03405, DB04653"
DB07745,0,DB07745
DB07746,0,"DB07746, DB07322, DB07313, DB07323"
DB07747,0,"DB07747, DB08631"
DB07748,0,"DB07748, DB07732"
DB07749,0,"DB07749, DB05832, DB16293, DB08119, DB08761, DB08856, DB08403, DB01255, DB07899, DB02626, DB11938, DB17796, DB08187, DB04520, DB07083"
DB07750,0,"DB07750, DB07755, DB07501, DB07504"
DB07751,0,"DB07751, DB07761, DB07054"
DB07753,0,"DB07753, DB06935, DB07108"
DB07754,0,"DB07754, DB14772"
DB07755,0,"DB07750, DB07755, DB07501, DB07504"
DB07756,0,DB07756
DB07757,0,DB07757
DB07758,0,"DB07758, DB02909, DB07305"
DB07759,0,DB07759
DB07760,0,"DB07760, DB06990"
DB07761,0,"DB07751, DB07761, DB07054"
DB07762,0,"DB07762, DB02829, DB04565, DB02268, DB03342, DB03475"
DB07763,0,"DB07763, DB07778"
DB07764,0,"DB07764, DB00693"
DB07765,1,"DB07765, DB07689, DB08878, DB00563, DB06178, DB16620, DB00158, DB08406"
DB07766,0,"DB07766, DB02052, DB03444, DB12379, DB07493"
DB07767,0,"DB07767, DB07109, DB08587, DB11285, DB01880, DB04449, DB14188, DB04066, DB14680, DB16440, DB03514"
DB07768,1,"DB00624, DB01471, DB01543, DB01564, DB05830, DB06710, DB07768, DB11429, DB12787, DB13169, DB13533, DB14093, DB13710, DB13230, DB14570, DB01481, DB01572, DB00253, DB18000, DB00367, DB00717, DB09389, DB14584, DB04652, DB01485, DB01500, DB01540, DB04630, DB00741, DB13089"
DB07769,0,"DB07769, DB07423, DB07422, DB12078, DB07419, DB07454"
DB07770,0,"DB07770, DB07547, DB08556"
DB07771,0,DB07771
DB07772,0,"DB07713, DB07772"
DB07773,0,"DB07773, DB03171, DB03314, DB04143"
DB07775,0,DB07775
DB07776,0,"DB07776, DB06732, DB07453, DB15581, DB07352, DB16101, DB08230, DB15584, DB01852, DB14008, DB11259, DB13333, DB17283"
DB07778,0,"DB07778, DB07763"
DB07779,0,DB07779
DB07780,0,"DB07780, DB07841, DB02552, DB02808, DB01785"
DB07781,0,"DB07781, DB08372, DB07797"
DB07782,0,DB07782
DB07783,0,"DB07783, DB02830"
DB07784,0,DB07784
DB07785,0,DB07785
DB07786,0,DB07786
DB07787,0,DB07787
DB07788,0,"DB07788, DB11687"
DB07789,1,DB07789
DB07790,0,"DB07790, DB07791, DB07982"
DB07791,0,"DB07791, DB07790, DB07982, DB02197"
DB07792,0,"DB07792, DB07066, DB06986"
DB07793,0,DB07793
DB07794,0,DB07794
DB07795,0,"DB07795, DB02375, DB04216, DB16767, DB16772, DB01852, DB08230, DB15584, DB16770, DB17283, DB11259, DB12937, DB16885, DB07352, DB16101, DB14008, DB15581, DB17263, DB17042, DB12058, DB12672, DB13983"
DB07796,0,"DB07796, DB07741, DB08546"
DB07797,0,"DB07797, DB08372, DB07781"
DB07798,0,"DB07798, DB07739"
DB07800,0,DB07800
DB07801,0,DB07801
DB07802,0,"DB07802, DB07118"
DB07803,0,DB07803
DB07804,0,DB07804
DB07805,0,DB07805
DB07806,0,"DB07806, DB00895, DB00415, DB01053, DB13816, DB03658, DB13836, DB00578, DB01060, DB00319, DB08795, DB01061, DB00739, DB08559, DB13739, DB01604, DB13506, DB01607, DB09320, DB13686, DB13693, DB01602, DB01603, DB00607, DB00417, DB01000, DB00948, DB09319, DB12127, DB03820"
DB07807,1,DB07807
DB07808,0,DB07808
DB07809,0,DB07809
DB07810,0,DB07810
DB07811,0,"DB07811, DB07834, DB07833"
DB07812,0,DB07812
DB07813,0,DB07813
DB07814,0,"DB07814, DB07815"
DB07815,0,"DB07815, DB06581, DB07814"
DB07816,0,DB07816
DB07817,1,DB07817
DB07818,0,"DB07818, DB07819"
DB07819,0,"DB07819, DB07818"
DB07820,0,"DB07820, DB08188, DB08634"
DB07821,0,DB07821
DB07823,0,DB07823
DB07824,0,DB07824
DB07825,0,"DB07825, DB07057"
DB07826,0,DB07826
DB07827,0,DB07827
DB07829,0,"DB07829, DB07942"
DB07830,0,DB07830
DB07831,0,DB07831
DB07832,0,DB07832
DB07833,0,"DB07833, DB07834, DB07811"
DB07834,0,"DB07834, DB07811, DB07833"
DB07835,0,DB07835
DB07836,0,DB07836
DB07837,0,"DB07837, DB08191"
DB07838,0,DB07838
DB07839,0,DB07839
DB07840,0,DB07840
DB07841,0,"DB07780, DB07841, DB02552, DB02808, DB01785"
DB07842,0,"DB07842, DB08121, DB08760, DB12662"
DB07843,0,"DB07843, DB07844, DB07847, DB07848, DB08495"
DB07844,0,"DB07844, DB07843, DB07847, DB08495, DB08487"
DB07845,0,DB07845
DB07846,0,"DB07846, DB04892, DB15317, DB00981, DB06525"
DB07847,0,"DB07847, DB07843, DB07848, DB07844"
DB07848,0,"DB07848, DB07847, DB07843"
DB07849,0,"DB07849, DB08342"
DB07850,0,DB07850
DB07851,0,DB07851
DB07852,0,DB07852
DB07853,0,"DB07853, DB07966"
DB07854,0,"DB07854, DB07855, DB07856"
DB07855,0,"DB07855, DB07854, DB07856"
DB07856,0,"DB07856, DB07855, DB07854"
DB07857,0,"DB07857, DB07858, DB07859"
DB07858,0,"DB07857, DB07858, DB07859"
DB07859,1,"DB07859, DB07857, DB07858"
DB07860,0,"DB07860, DB13424"
DB07861,0,DB07861
DB07862,0,"DB07862, DB08203"
DB07863,0,DB07863
DB07864,0,"DB07864, DB07871"
DB07865,0,DB07865
DB07866,0,DB07866
DB07867,0,"DB07867, DB07871"
DB07868,0,"DB07868, DB07869"
DB07869,0,"DB07869, DB07868"
DB07870,0,DB07870
DB07871,0,"DB07871, DB07867, DB07864"
DB07872,0,"DB07872, DB07875, DB08143"
DB07873,0,"DB06931, DB07873, DB06830, DB11620, DB07895"
DB07874,0,"DB07874, DB07519"
DB07875,0,"DB07875, DB07872, DB08143"
DB07876,0,"DB07876, DB08162, DB13165, DB04707, DB07996"
DB07877,0,"DB07877, DB12638, DB18106"
DB07878,0,DB07878
DB07879,0,"DB07879, DB08613"
DB07880,0,"DB07880, DB08181, DB08252, DB07667, DB08196, DB08216, DB08209"
DB07881,0,DB07881
DB07882,0,DB07882
DB07883,0,DB07883
DB07884,0,DB07884
DB07885,0,DB07885
DB07887,0,"DB07887, DB07071"
DB07888,0,DB07888
DB07889,0,"DB07889, DB02538, DB02197"
DB07890,0,"DB07890, DB07894"
DB07891,0,"DB07891, DB13956, DB13954, DB13955, DB00783, DB04573, DB07702, DB07706, DB07707, DB12235, DB14641, DB00977, DB13386, DB15690, DB02342, DB13952, DB12487, DB01357"
DB07892,0,DB07892
DB07893,0,DB07893
DB07894,0,"DB07894, DB07890"
DB07895,0,"DB07895, DB06931, DB07873"
DB07896,0,"DB07896, DB02280, DB03357, DB13218, DB07381"
DB07897,0,DB07897
DB07898,0,"DB07898, DB08367, DB08376, DB02043, DB07349, DB11284, DB14105"
DB07899,0,"DB07899, DB07749, DB08119"
DB07900,0,DB07900
DB07901,0,DB07901
DB07902,0,"DB07902, DB07903"
DB07903,0,"DB07903, DB07902"
DB07905,0,DB07905
DB07906,0,DB07906
DB07907,0,"DB07907, DB02767, DB07930, DB00548, DB02448, DB03017, DB03193, DB03500, DB03600, DB03704, DB03796, DB04519, DB07645, DB08231, DB16857, DB11936, DB11290, DB14077, DB18213, DB01856, DB02938"
DB07908,0,"DB07908, DB07118, DB13279"
DB07909,0,DB07909
DB07910,0,"DB07910, DB04484, DB08428, DB00120, DB00182, DB01576, DB02556"
DB07911,0,DB07911
DB07912,0,DB07912
DB07913,0,DB07913
DB07914,0,"DB07914, DB07915, DB07516, DB07510"
DB07915,0,"DB07914, DB07915, DB07516, DB07510"
DB07916,0,DB07916
DB07917,1,"DB07917, DB01146"
DB07918,0,"DB07918, DB08453"
DB07919,0,DB07919
DB07920,0,"DB07920, DB07922, DB08029, DB07921"
DB07921,0,"DB07921, DB07922, DB07920"
DB07922,0,"DB07922, DB07921, DB07920"
DB07923,0,"DB02451, DB07923, DB07924, DB14746, DB03338, DB02695, DB04141, DB12942, DB16867, DB02357, DB02645, DB02686, DB03279, DB03772, DB01642, DB01979, DB02100, DB04046, DB04116, DB01998, DB07633, DB03194, DB03879, DB01687, DB01909, DB02743, DB03277, DB03323, DB04465, DB04681"
DB07924,0,"DB02451, DB07923, DB07924, DB14746, DB03338, DB02695, DB04141, DB12942, DB16867, DB02357, DB02645, DB02686, DB03279, DB03772, DB01642, DB01979, DB02100, DB04046, DB04116, DB01998, DB07633, DB03194, DB03879, DB01687, DB01909, DB02743, DB03277, DB03323, DB04465, DB04681"
DB07925,0,DB07925
DB07926,0,"DB07926, DB08403, DB16293, DB05625, DB04697, DB05832, DB17796, DB08761, DB00781, DB04520, DB16290, DB11981, DB11938, DB08856, DB02626, DB11784"
DB07927,0,"DB07927, DB08573, DB08306"
DB07928,0,"DB07928, DB08081, DB08324, DB07532"
DB07929,0,"DB07929, DB12170"
DB07930,0,"DB02767, DB07930, DB07907, DB13493, DB11936, DB00548, DB02448, DB03017, DB03193, DB03500, DB03600, DB03704, DB03796, DB04519, DB07645, DB08231, DB16857, DB11290, DB14077, DB01856, DB02938, DB04594"
DB07931,0,"DB07931, DB07485"
DB07932,0,"DB07932, DB08320"
DB07933,0,"DB07933, DB08020, DB08737, DB07638, DB07036, DB07567, DB15394, DB00486, DB00163, DB14476"
DB07934,1,DB07934
DB07935,0,DB07935
DB07936,0,"DB07936, DB07982"
DB07937,0,DB07937
DB07938,0,"DB06358, DB07938, DB08741"
DB07939,0,"DB07939, DB06151, DB14080, DB14479"
DB07940,0,"DB07940, DB03672, DB04616, DB04617, DB00382"
DB07941,0,DB07941
DB07942,0,"DB07942, DB07829"
DB07943,0,DB07943
DB07944,0,DB07944
DB07945,0,"DB07945, DB07283"
DB07946,0,"DB07946, DB07665"
DB07947,0,"DB07947, DB07583, DB07997"
DB07949,0,DB07949
DB07950,0,"DB07950, DB06981, DB06980, DB08649, DB08652, DB07060"
DB07951,0,"DB07951, DB07953, DB07952"
DB07952,0,"DB07952, DB07953, DB07951, DB08652, DB01460, DB04275, DB01488"
DB07953,0,"DB07953, DB07951, DB07952, DB08652"
DB07954,0,"DB07954, DB00824, DB13634, DB01223, DB13812, DB00277, DB01303, DB12406, DB15122, DB00806, DB13098, DB12946, DB00201, DB06479, DB12670, DB13449, DB13592, DB12569, DB01412, DB18002, DB00651"
DB07955,0,DB07955
DB07956,0,DB07956
DB07957,0,DB07957
DB07958,0,DB07958
DB07959,0,"DB07959, DB08065, DB07336"
DB07960,0,DB07960
DB07961,0,DB07961
DB07962,0,"DB07962, DB07963"
DB07963,0,"DB07963, DB07962"
DB07964,0,"DB07964, DB13020, DB07121, DB05100, DB02350"
DB07965,0,DB07965
DB07966,0,"DB07966, DB07168, DB07382, DB07853, DB08454"
DB07967,0,DB07967
DB07968,1,"DB07968, DB07395"
DB07969,0,DB07969
DB07970,0,DB07970
DB07971,0,DB07971
DB07972,0,DB07972
DB07973,0,"DB07973, DB02269, DB07974"
DB07974,0,"DB07974, DB07973"
DB07975,0,"DB07975, DB15446, DB07978"
DB07976,0,"DB07976, DB07977"
DB07977,0,"DB07977, DB07976"
DB07978,0,"DB07978, DB07975, DB15446"
DB07979,0,"DB07979, DB04208, DB01235"
DB07981,0,"DB07981, DB07984, DB13308, DB00328, DB13783, DB02504, DB02936, DB07983, DB13527, DB03121, DB11909, DB05737"
DB07982,0,"DB07982, DB07790, DB07936, DB07791"
DB07983,0,"DB07983, DB00328, DB03121, DB13783, DB13308, DB07981, DB07984, DB02936, DB02504, DB13527, DB11909, DB05737"
DB07984,0,"DB07981, DB07984, DB13308, DB00328, DB13783, DB02504, DB02936, DB07983, DB13527, DB03121, DB11909, DB05737"
DB07985,0,DB07985
DB07986,0,DB07986
DB07987,0,DB07987
DB07988,0,"DB07988, DB07390"
DB07989,0,"DB07989, DB13226, DB16956, DB17837"
DB07990,0,"DB07990, DB08419"
DB07991,0,DB07991
DB07992,0,DB07992
DB07993,0,"DB07993, DB07994"
DB07994,0,"DB07994, DB07993"
DB07995,0,"DB07995, DB07997, DB07996"
DB07996,0,"DB07996, DB08162, DB07997, DB13165, DB07876, DB04707, DB07995"
DB07997,0,"DB07997, DB07996, DB08162, DB07947, DB07995"
DB07999,0,"DB07999, DB08000"
DB08000,0,"DB08000, DB07999"
DB08001,0,"DB08001, DB02014"
DB08003,0,DB08003
DB08004,0,"DB08004, DB07125, DB04715, DB18109, DB18711, DB12494"
DB08005,1,"DB08005, DB15343"
DB08006,0,"DB08006, DB08008"
DB08007,0,DB08007
DB08008,0,"DB08008, DB08006"
DB08009,0,"DB08009, DB07180, DB01268, DB15247, DB11741, DB14866, DB13019, DB17061, DB06436, DB12072, DB16821, DB08577, DB03737"
DB08010,0,"DB08010, DB08015, DB08011"
DB08011,0,"DB08011, DB08015, DB08010"
DB08012,0,"DB08012, DB08013, DB08014"
DB08013,1,"DB08013, DB08014, DB08012"
DB08014,1,"DB08014, DB08013, DB08012"
DB08015,0,"DB08015, DB08010, DB08011"
DB08016,0,DB08016
DB08017,0,DB08017
DB08018,0,"DB08018, DB08019"
DB08019,0,"DB08019, DB08018"
DB08020,0,"DB08020, DB07933, DB07036, DB08737, DB07638, DB07567, DB15394"
DB08021,0,DB08021
DB08022,0,DB08022
DB08023,0,"DB08023, DB08026, DB02538, DB02197"
DB08024,0,"DB08024, DB07083"
DB08025,0,DB08025
DB08026,0,"DB08026, DB08023, DB02538"
DB08027,0,DB08027
DB08028,0,DB08028
DB08029,0,"DB08029, DB07920"
DB08030,0,DB08030
DB08031,0,"DB08031, DB07570, DB12225, DB11822"
DB08032,0,"DB08032, DB08033, DB07398, DB07217, DB16835"
DB08033,0,"DB08033, DB08032, DB07398, DB07217, DB16835"
DB08034,0,"DB08034, DB15964"
DB08035,0,"DB08035, DB08699, DB08461"
DB08036,0,"DB08036, DB17029, DB07444"
DB08037,0,"DB08037, DB08239, DB08246, DB08244"
DB08038,0,"DB08038, DB08761"
DB08039,0,"DB08039, DB12072"
DB08040,0,DB08040
DB08041,0,DB08041
DB08042,0,"DB08042, DB08519, DB06589"
DB08043,1,DB08043
DB08044,0,"DB08044, DB01261, DB07072, DB07081"
DB08045,0,"DB08045, DB08356, DB07495"
DB08046,0,"DB00310, DB08046"
DB08047,0,DB08047
DB08048,0,DB08048
DB08049,0,"DB08049, DB07118"
DB08050,0,"DB08050, DB04051, DB06819"
DB08051,0,DB08051
DB08052,0,"DB08052, DB08054, DB03023, DB01809, DB09053, DB08053, DB04463, DB07335, DB11836"
DB08053,0,"DB08053, DB04463, DB07335, DB09053, DB01809, DB03023, DB17709, DB08054, DB08052, DB15149"
DB08054,0,"DB08054, DB01809, DB03023, DB04463, DB07335, DB08052, DB08300, DB11836, DB08053, DB09053"
DB08055,0,"DB08055, DB08056"
DB08056,0,"DB08056, DB08055"
DB08057,0,DB08057
DB08058,0,"DB08058, DB17105, DB18657, DB09074"
DB08059,0,"DB08059, DB17273, DB03469, DB11191, DB11467, DB05168, DB03614, DB00200, DB12755, DB03317, DB00615, DB02832, DB04803, DB17390, DB03933, DB03906, DB05735, DB11641, DB12674, DB00541, DB00361, DB16186, DB02949"
DB08060,0,"DB08060, DB02070, DB12878"
DB08061,1,DB08061
DB08062,0,DB08062
DB08063,0,DB08063
DB08064,1,DB08064
DB08065,0,"DB08065, DB07959"
DB08066,0,DB08066
DB08067,0,"DB08067, DB05169"
DB08068,0,DB08068
DB08069,0,DB08069
DB08070,0,DB08070
DB08071,1,"DB08071, DB01463, DB03575, DB01549"
DB08072,0,"DB08072, DB07625"
DB08073,0,"DB08073, DB08568, DB08569, DB07107"
DB08074,0,"DB08074, DB04104"
DB08075,0,DB08075
DB08076,0,DB08076
DB08077,0,DB08077
DB08078,0,"DB08078, DB17101"
DB08079,0,DB08079
DB08080,0,"DB08080, DB02621"
DB08081,0,"DB08081, DB08324, DB07928"
DB08082,0,DB08082
DB08083,0,DB08083
DB08084,0,DB08084
DB08085,0,DB08085
DB08086,0,DB08086
DB08087,0,"DB08087, DB07286"
DB08088,0,DB08088
DB08089,0,DB08089
DB08090,0,"DB07367, DB08090"
DB08091,0,"DB08091, DB08092, DB08730"
DB08092,0,"DB08092, DB08091, DB08730"
DB08093,0,"DB08093, DB02352"
DB08094,0,DB08094
DB08095,1,DB08095
DB08096,0,DB08096
DB08097,0,DB08097
DB08098,0,DB08098
DB08099,0,DB08099
DB08100,0,DB08100
DB08101,0,DB08101
DB08102,0,DB08102
DB08103,0,DB08103
DB08104,0,"DB08104, DB07693, DB07695, DB07694, DB16273"
DB08105,0,"DB08105, DB08106, DB08107, DB08108, DB08112"
DB08106,0,"DB08105, DB08106, DB08107, DB08108, DB08112"
DB08107,0,"DB08105, DB08106, DB08107, DB08108, DB08112"
DB08108,0,"DB08108, DB08112, DB08105, DB08106, DB08107"
DB08109,0,"DB08109, DB08110"
DB08110,0,"DB08110, DB08109"
DB08111,0,DB08111
DB08112,0,"DB08112, DB08108, DB08105, DB08106, DB08107"
DB08113,0,DB08113
DB08114,0,DB08114
DB08115,0,"DB08115, DB01750"
DB08116,0,DB08116
DB08118,0,"DB08118, DB07358, DB08210"
DB08119,0,"DB08119, DB07749, DB07380, DB05832, DB07899, DB04653"
DB08120,0,"DB08120, DB15963"
DB08121,0,"DB08121, DB07842, DB08760, DB12662"
DB08122,0,"DB08122, DB08126, DB08125"
DB08123,0,DB08123
DB08124,0,DB08124
DB08125,0,"DB08125, DB08122, DB08126"
DB08126,0,"DB08126, DB08122, DB08125"
DB08127,0,"DB08127, DB06755, DB00162, DB15909, DB02914, DB00523, DB00755, DB00982"
DB08128,0,DB08128
DB08129,0,DB08129
DB08130,0,DB08130
DB08131,0,"DB08131, DB00642, DB03038, DB02223"
DB08132,0,DB08132
DB08133,0,DB08133
DB08134,0,DB08134
DB08135,0,DB08135
DB08136,0,"DB08136, DB08137, DB08138"
DB08137,0,"DB08137, DB08138, DB08136"
DB08138,0,"DB08138, DB08137, DB08136"
DB08139,0,"DB08139, DB08140"
DB08140,0,"DB08140, DB08139, DB01888, DB12021, DB16061"
DB08141,0,"DB08141, DB08142"
DB08142,0,"DB08142, DB08141"
DB08143,0,"DB08143, DB07872, DB07875"
DB08144,0,"DB08144, DB08145"
DB08145,0,"DB08145, DB08144"
DB08146,0,DB08146
DB08147,0,DB08147
DB08148,0,"DB08148, DB08149, DB08150"
DB08149,0,"DB08149, DB08150, DB08148"
DB08150,0,"DB08150, DB08149, DB08148, DB12218"
DB08151,0,DB08151
